Gene ID,Gene Name or Symbol,Product Description
CNAG_02779,N/A,nicotinate-nucleotide diphosphorylase (carboxylating)
CNAG_02780,N/A,Kynureninase
CNAG_02781,N/A,dihydrodipicolinate synthetase
CNAG_02782,N/A,cytoplasmic protein
CNAG_02783,N/A,hypothetical protein
CNAG_02784,N/A,Methyltransferase
CNAG_02785,N/A,hypothetical protein
CNAG_02786,N/A,dihydropteroate synthase
CNAG_02787,N/A,dephospho-CoA kinase
CNAG_02788,N/A,hypothetical protein
CNAG_02789,N/A,nitrogen permease regulator 2
CNAG_02790,N/A,galactinol synthase
CNAG_02791,N/A,hypothetical protein
CNAG_02792,N/A,mitochondrial chaperone BCS1
CNAG_02793,N/A,kynurenine 3-monooxygenase
CNAG_02794,N/A,dihydroorotate dehydrogenase (fumarate)
CNAG_02795,N/A,Phosphoribosylglycinamide formyltransferase
CNAG_02796,N/A,3-deoxy-7-phosphoheptulonate synthase
CNAG_02797,N/A,putative secreted protein
CNAG_02798,N/A,hypothetical protein
CNAG_02799,N/A,dihydroxyacetone kinase
CNAG_02800,N/A,hypothetical protein
CNAG_02801,N/A,thioredoxin
CNAG_02802,N/A,inositol/phosphatidylinositol kinase
CNAG_02803,N/A,hypothetical protein
CNAG_02804,N/A,hypothetical protein
CNAG_02805,N/A,Putative beta-type carbonic anhydrase
CNAG_02806,N/A,"solute carrier family 30 (zinc transporter), member 1"
CNAG_02809,N/A,tRNA-specific adenosine deaminase 3
CNAG_02810,N/A,pumilio-family RNA binding protein
CNAG_02811,N/A,small subunit ribosomal protein S29
CNAG_02812,N/A,Ornithine carbamoyltransferase
CNAG_02813,N/A,large subunit ribosomal protein L30
CNAG_02814,N/A,glycerol-3-phosphate dehydrogenase
CNAG_02815,N/A,glycerol-3-phosphate dehydrogenase
CNAG_02816,N/A,nuclear pore complex protein Nup93
CNAG_02817,N/A,GTP-binding protein ypt2
CNAG_02818,N/A,Glycine cleavage system T protein
CNAG_02819,N/A,vacuolar membrane protein
CNAG_02820,N/A,serine/threonine protein kinase
CNAG_02821,N/A,hypothetical protein
CNAG_02822,N/A,hypothetical protein
CNAG_02823,N/A,bloom syndrome protein
CNAG_02824,N/A,hypothetical protein
CNAG_02825,N/A,Argininosuccinate lyase
CNAG_02826,N/A,"amino-acid acetyltransferase, mitochondrial"
CNAG_02827,N/A,ubiquitin-like protein Nedd8
CNAG_02828,N/A,hypothetical protein
CNAG_02829,N/A,protein arginine N-methyltransferase 5
CNAG_02830,N/A,delta24(24(1))-sterol reductase
CNAG_02833,N/A,NADH dehydrogenase (ubiquinone) 1 beta subcomplex 7
CNAG_02834,N/A,sterol 3-beta-glucosyltransferase
CNAG_02838,N/A,small subunit ribosomal protein S17
CNAG_02839,N/A,hypothetical protein
CNAG_02840,N/A,hypothetical protein
CNAG_02841,N/A,cytochrome P450 monooxygenase pc-2
CNAG_02842,N/A,hypothetical protein
CNAG_02843,N/A,hypothetical protein
CNAG_02844,N/A,CDP-diacylglycerol-glycerol-3-phosphate 3- phosphatidyltransferase
CNAG_02845,N/A,hypothetical protein
CNAG_02846,N/A,endoplasmic reticulum protein
CNAG_02847,N/A,thymidylate kinase
CNAG_02848,N/A,hypothetical protein
CNAG_02849,N/A,glutathione transferase
CNAG_02850,N/A,"glucan endo-1,3-alpha-glucosidase agn1"
CNAG_02851,N/A,Threonine aldolase
CNAG_02852,N/A,4-aminobutyrate transaminase
CNAG_02853,N/A,amidophosphoribosyltransferase
CNAG_02854,N/A,peroxiredoxin Q/BCP
CNAG_02855,N/A,oligosaccharyltransferase complex subunit delta (ribophorin II)
CNAG_02856,N/A,potassium ion transporter
CNAG_02857,N/A,hypothetical protein
CNAG_02858,N/A,adenylosuccinate synthetase
CNAG_02859,N/A,"NADH kinase, variant 3"
CNAG_02860,N/A,"endo-1,3(4)-beta-glucanase"
CNAG_02861,N/A,histidinol-phosphatase (PHP family)
CNAG_02862,N/A,aprataxin
CNAG_02863,N/A,formate dehydrogenase
CNAG_02864,N/A,hypothetical protein
CNAG_02865,N/A,hypothetical protein
CNAG_02866,N/A,Pantothenate kinase
CNAG_02867,N/A,"phosphatidylinositol phospholipase C, delta"
CNAG_02868,N/A,"tryptophan 2,3-dioxygenase"
CNAG_02869,N/A,hypothetical protein
CNAG_02870,N/A,folylpolyglutamate synthase
CNAG_02871,N/A,GPI mannosyltransferase 2
CNAG_02872,N/A,hypothetical protein
CNAG_02873,N/A,signal peptidase I
CNAG_02874,N/A,hypothetical protein
CNAG_02875,N/A,hypothetical protein
CNAG_02876,N/A,Ornithine decarboxylase
CNAG_02877,N/A,hypothetical protein
CNAG_02878,N/A,hypothetical protein
CNAG_02879,N/A,"chloride channel protein, nucleotide-sensitive, 1A"
CNAG_02880,N/A,GTP-binding protein YchF
CNAG_02881,N/A,Cytidine deaminase
CNAG_02882,N/A,hypothetical protein
CNAG_02883,N/A,"Ras-like GTP-binding protein, putative"
CNAG_02884,N/A,DNA replication complex GINS protein PSF2
CNAG_02885,N/A,capsular associated protein
CNAG_02886,N/A,20S proteasome subunit beta 4
CNAG_02888,N/A,gamma-glutamyltransferase
CNAG_02889,N/A,hypothetical protein
CNAG_02890,N/A,hypothetical protein
CNAG_02891,N/A,endoplasmic reticulum protein
CNAG_02892,N/A,"phosphatidylinositol glycan, class B"
CNAG_02893,N/A,hypothetical protein
CNAG_02894,N/A,hypothetical protein
CNAG_02895,N/A,dynamin GTPase
CNAG_02896,N/A,hydroxymethylglutaryl-CoA synthase
CNAG_02897,N/A,inositol hexaphosphate kinase 1
CNAG_02898,N/A,RNA-binding protein 8A
CNAG_02899,N/A,hypothetical protein
CNAG_02900,N/A,hypothetical protein
CNAG_02901,N/A,U6 snRNA-associated Sm-like protein LSm4
CNAG_02902,N/A,hypothetical protein
CNAG_02903,N/A,alcohol dehydrogenase (NADP)
CNAG_02904,N/A,hypothetical protein
CNAG_02905,N/A,hypothetical protein
CNAG_02906,N/A,ubiquitin-conjugating enzyme (huntingtin interacting protein 2)
CNAG_02907,N/A,tRNA (guanine-N(1)-)-methyltransferase
CNAG_02910,N/A,hypothetical protein
CNAG_02911,N/A,hypothetical protein
CNAG_02912,N/A,hypothetical protein
CNAG_02913,N/A,hypothetical protein
CNAG_02914,N/A,hypothetical protein
CNAG_02915,N/A,AGC/PDK1 protein kinase
CNAG_02916,N/A,F-type H -transporting ATPase subunit F
CNAG_02917,N/A,hypothetical protein
CNAG_02918,N/A,Acetyl-CoA C-acetyltransferase
CNAG_02919,N/A,hypothetical protein
CNAG_02920,N/A,hydrolase
CNAG_02921,N/A,hypothetical protein
CNAG_02922,N/A,hypothetical protein
CNAG_02923,N/A,large subunit ribosomal protein L14
CNAG_02924,N/A,histone H1/5
CNAG_02925,N/A,D-arabinitol 2-dehydrogenase
CNAG_02926,N/A,hypothetical protein
CNAG_02927,N/A,protein disulfide-isomerase
CNAG_02928,N/A,large subunit ribosomal protein L5e
CNAG_02929,N/A,transcription initiation factor TFIID subunit 1
CNAG_02930,N/A,virulence related protein of unknown function
CNAG_02931,N/A,hypothetical protein
CNAG_02932,N/A,hypothetical protein
CNAG_02933,N/A,quinone oxidoreductase
CNAG_02934,N/A,hypothetical protein
CNAG_02935,N/A,malonic semialdehyde reductase
CNAG_02936,N/A,CCR4-NOT transcription complex subunit 1
CNAG_02937,N/A,translocation protein sec63
CNAG_02938,N/A,cytochrome c oxidase subunit 6a
CNAG_02939,N/A,peroxin-3
CNAG_02940,N/A,calcium/proton exchanger
CNAG_02941,N/A,"hypothetical protein, variant"
CNAG_02942,N/A,hypothetical protein
CNAG_02943,N/A,"cytoplasmic protein, variant"
CNAG_02944,N/A,phosphate-repressible vacuolar acid phosphatase
CNAG_02947,N/A,SCYL protein kinase
CNAG_02948,N/A,peptide chain release factor 1
CNAG_02950,N/A,Grx4 family monothiol glutaredoxin
CNAG_02951,N/A,hypothetical protein
CNAG_02952,N/A,hypothetical protein
CNAG_02953,N/A,tuberin
CNAG_02955,N/A,hypothetical protein
CNAG_02956,N/A,transcription factor iws1
CNAG_02958,N/A,ferroxidase
CNAG_02959,N/A,high-affinity iron transporter
CNAG_02960,N/A,RNA exonuclease 4
CNAG_02961,N/A,F-type H -transporting ATPase subunit J
CNAG_02962,N/A,CMGC/DYRK/PRP4 protein kinase
CNAG_02963,N/A,anaphase-promoting complex subunit 8
CNAG_02964,N/A,hypothetical protein
CNAG_02965,N/A,hypothetical protein
CNAG_02966,N/A,carboxypeptidase
CNAG_02967,N/A,hypothetical protein
CNAG_02968,N/A,"Phosphatidylinositol-specific phospholipase C, putative"
CNAG_02969,N/A,thioesterase
CNAG_02972,N/A,hypothetical protein
CNAG_02973,N/A,tRNA-splicing endonuclease subunit SEN2
CNAG_02974,N/A,voltage-dependent anion channel protein 2
CNAG_02975,N/A,hypothetical protein
CNAG_02976,N/A,riboflavin kinase
CNAG_02977,N/A,metal resistance protein YCF1
CNAG_02978,N/A,hypothetical protein
CNAG_02979,N/A,hypothetical protein
CNAG_02980,N/A,membrane dipeptidase
CNAG_02981,N/A,paired amphipathic helix protein Sin3a
CNAG_02982,N/A,U3 small nucleolar RNA-associated protein 13
CNAG_02983,N/A,hypothetical protein
CNAG_02984,N/A,sarcosine oxidase
CNAG_02985,N/A,nuclear mRNA splicing protein
CNAG_02986,N/A,ADP-ribose pyrophosphatase
CNAG_02987,N/A,hypothetical protein
CNAG_02988,N/A,acetyltransferase
CNAG_02989,N/A,PX domain-containing protein
CNAG_02990,N/A,nuclear protein
CNAG_02991,N/A,Cofilin
CNAG_02992,N/A,actin cross-linking protein
CNAG_02993,N/A,"solute carrier family 39 (zinc transporter), member 7"
CNAG_02994,N/A,hypothetical protein
CNAG_02995,N/A,RNA-binding protein with serine-rich domain 1
CNAG_02996,N/A,flavoprotein oxygenase
CNAG_02997,N/A,protein STU1
CNAG_02998,N/A,nuclear protein
CNAG_02999,N/A,hypothetical protein
CNAG_03000,N/A,small subunit ribosomal protein S19e
CNAG_03001,N/A,multiple RNA-binding domain-containing protein 1
CNAG_03002,N/A,hypothetical protein
CNAG_03003,N/A,chromatin structure-remodeling complex subunit SFH1
CNAG_03004,N/A,"riboflavin synthase, alpha subunit"
CNAG_03005,N/A,cytoplasmic tRNA 2-thiolation protein 2
CNAG_03006,N/A,hypothetical protein
CNAG_03007,N/A,hypothetical protein
CNAG_03008,N/A,hypothetical protein
CNAG_03009,N/A,putative ER membrane protein
CNAG_03010,N/A,enoyl-CoA hydratase/isomerase
CNAG_03011,N/A,glycerate-and formate-dehydrogenase
CNAG_03012,N/A,quorum sensing-like molecule
CNAG_03013,N/A,OPT family small oligopeptide transporter
CNAG_03014,N/A,"dolichyldiphosphatase, variant"
CNAG_03015,N/A,large subunit ribosomal protein L37-A
CNAG_03016,N/A,chaperone regulator
CNAG_03017,N/A,transcription initiation factor TFIIF subunit alpha
CNAG_03018,N/A,Putative zinc finger transcription factor
CNAG_03019,N/A,long-chain acyl-CoA synthetase
CNAG_03020,N/A,hypothetical protein
CNAG_03021,N/A,hypothetical protein
CNAG_03022,N/A,hypothetical protein
CNAG_03023,N/A,hypothetical protein
CNAG_03024,N/A,AGC protein kinase
CNAG_03025,N/A,V-type H -transporting ATPase subunit D
CNAG_03026,N/A,N-acetylglucosaminylphosphatidylinositol deacetylase
CNAG_03027,N/A,hypothetical protein
CNAG_03028,N/A,hypothetical protein
CNAG_03031,N/A,protein FRA10AC1
CNAG_03032,N/A,"dynactin 2, variant"
CNAG_03033,N/A,hypothetical protein
CNAG_03034,N/A,RNA exonuclease 1
CNAG_03036,N/A,"potassium ion transporter, variant"
CNAG_03037,N/A,hypothetical protein
CNAG_03038,N/A,hypothetical protein
CNAG_03039,N/A,DNA damage-inducible protein 1
CNAG_03040,N/A,transketolase
CNAG_03041,N/A,hypothetical protein
CNAG_03043,N/A,hypothetical protein
CNAG_03044,N/A,"hypothetical protein, variant"
CNAG_03045,N/A,hypothetical protein
CNAG_03046,N/A,hypothetical protein
CNAG_03047,N/A,hypothetical protein
CNAG_03048,N/A,Gluconokinase
CNAG_03049,N/A,hypothetical protein
CNAG_03050,N/A,hypothetical protein
CNAG_03051,N/A,polyamine transporter
CNAG_03052,N/A,PP2Cc protein phosphatase
CNAG_03053,N/A,large subunit ribosomal protein L23
CNAG_03054,N/A,hypothetical protein
CNAG_03055,N/A,bud site selection protein 20
CNAG_03056,N/A,hypothetical protein
CNAG_03057,N/A,hypothetical protein
CNAG_03058,N/A,hypothetical protein
CNAG_03059,N/A,hypothetical protein
CNAG_03060,N/A,multiple drug resistance protein
CNAG_03061,N/A,multiple drug resistance protein
CNAG_03063,N/A,hypothetical protein
CNAG_03064,N/A,nucleolar protein 16
CNAG_03065,N/A,ER-derived vesicles protein ERV14
CNAG_03067,N/A,hydroxymethylglutaryl-CoA lyase
CNAG_03068,N/A,hypothetical protein
CNAG_03069,N/A,hydrolase
CNAG_03070,N/A,compass component swd2
CNAG_03071,N/A,hypothetical protein
CNAG_03072,N/A,enolase
CNAG_03075,N/A,DNA polymerase delta subunit 3
CNAG_03076,N/A,hypothetical protein
CNAG_03077,N/A,hypothetical protein
CNAG_03078,N/A,type I phosphodiesterase/nucleotide pyrophosphatase
CNAG_03079,N/A,"Protein processing in the ER protein 1, putative"
CNAG_03080,N/A,fatty acid elongase
CNAG_03081,N/A,"ATP-dependent RNA helicase MRH4, mitochondrial"
CNAG_03082,N/A,cupin domain-containing protein
CNAG_03083,N/A,cupin domain-containing protein
CNAG_03084,N/A,endoribonuclease L-PSP
CNAG_03085,N/A,hypothetical protein
CNAG_03086,N/A,hypothetical protein
CNAG_03087,N/A,Maltose permease
CNAG_03090,N/A,hypothetical protein
CNAG_03091,N/A,hypothetical protein
CNAG_03092,N/A,hypothetical protein
CNAG_03095,N/A,hypothetical protein
CNAG_03096,N/A,UDP-glucose 4-epimerase
CNAG_03097,N/A,hypothetical protein
CNAG_03098,N/A,hypothetical protein
CNAG_03099,N/A,chitin synthase 1
CNAG_03100,N/A,cytoplasmic protein
CNAG_03101,N/A,efflux protein EncT
CNAG_03102,N/A,hypothetical protein
CNAG_03103,N/A,Cullin 3
CNAG_03104,N/A,hypothetical protein
CNAG_03105,N/A,hypothetical protein
CNAG_03106,N/A,hypothetical protein
CNAG_03107,N/A,hypothetical protein
CNAG_03108,N/A,hypothetical protein
CNAG_03109,N/A,ubiquitin carboxyl-terminal hydrolase 14
CNAG_03110,N/A,hypothetical protein
CNAG_03113,N/A,trehalose synthase
CNAG_03114,N/A,hypothetical protein
CNAG_03115,N/A,hypothetical protein
CNAG_03116,N/A,forkhead transcription factor 3
CNAG_03117,N/A,hypothetical protein
CNAG_03118,N/A,hypothetical protein
CNAG_03119,N/A,hypothetical protein
CNAG_03120,N/A,"alpha-1,3-glucan synthase, variant"
CNAG_03121,N/A,hypothetical protein
CNAG_03122,N/A,hypothetical protein
CNAG_03123,N/A,hypothetical protein
CNAG_03124,N/A,periodic tryptophan protein 2
CNAG_03125,N/A,hypothetical protein
CNAG_03126,N/A,hypothetical protein
CNAG_03127,N/A,small subunit ribosomal protein S23
CNAG_03128,N/A,gamma-glutamyltransferase
CNAG_03129,N/A,transcription factor IIIA
CNAG_03130,N/A,rho family protein
CNAG_03132,N/A,hypothetical protein
CNAG_03133,N/A,"UDP-glucose,sterol transferase"
CNAG_03134,N/A,3-hydroxybutyryl-CoA dehydrogenase
CNAG_03135,N/A,hypothetical protein
CNAG_03136,N/A,hypothetical protein
CNAG_03137,N/A,CMGC/CDK protein kinase
CNAG_03138,N/A,ubiquitin-protein ligase
CNAG_03139,N/A,Phosphatidylethanolamine N-methyltransferase
CNAG_03140,N/A,Sugar transporter
CNAG_03141,N/A,hypothetical protein
CNAG_03142,N/A,hypothetical protein
CNAG_03143,N/A,hypothetical protein
CNAG_03144,N/A,peptide-methionine (S)-S-oxide reductase
CNAG_03145,N/A,hypothetical protein
CNAG_03146,N/A,Alpha-amylase
CNAG_03147,N/A,rhomboid-like protein
CNAG_03148,N/A,nuclear condensin complex protein
CNAG_03149,N/A,BRCA1-associated protein
CNAG_03150,N/A,"solute carrier family 25 (mitochondrial folate transporter), member 32"
CNAG_03151,N/A,COP9 signalosome complex subunit 4
CNAG_03152,N/A,calcium-binding protein
CNAG_03153,N/A,SEC14 cytosolic factor
CNAG_03154,N/A,hypothetical protein
CNAG_03155,N/A,ENTH domain-containing protein
CNAG_03156,N/A,hypothetical protein
CNAG_03157,N/A,hypothetical protein
CNAG_03158,N/A,"alpha-1,3-mannosyltransferase CMT1"
CNAG_03159,N/A,cytoplasmic protein
CNAG_03160,N/A,DNA cross-link repair 1A protein
CNAG_03161,N/A,hypothetical protein
CNAG_03162,N/A,vacuolar protein
CNAG_03163,N/A,hypothetical protein
CNAG_03164,N/A,hypothetical protein
CNAG_03165,N/A,hypothetical protein
CNAG_03166,N/A,hypothetical protein
CNAG_03167,N/A,CAMK/CAMKL/CHK1 protein kinase
CNAG_03168,N/A,sulfite reductase (NADPH) flavoprotein alpha- component
CNAG_03169,N/A,hypothetical protein
CNAG_03170,N/A,hypothetical protein
CNAG_03171,N/A,WEE protein kinase
CNAG_03172,N/A,hypothetical protein
CNAG_03173,N/A,DNA damage-binding protein 1
CNAG_03174,N/A,4'-phosphopantetheinyl transferase
CNAG_03175,N/A,hypothetical protein
CNAG_03176,N/A,endoplasmic oxidoreductin 1
CNAG_03177,N/A,hypothetical protein
CNAG_03178,N/A,hypothetical protein
CNAG_03179,N/A,hypothetical protein
CNAG_03181,N/A,hypothetical protein
CNAG_03182,N/A,U4/U6.U5 tri-snRNP-associated protein 3
CNAG_03183,N/A,nuclear protein
CNAG_03184,N/A,BUB protein kinase
CNAG_03185,N/A,low temperature-responsive protein
CNAG_03186,N/A,THO complex subunit 4
CNAG_03187,N/A,Protoporphyrinogen oxidase
CNAG_03188,N/A,"histone-lysine N-methyltransferase, H3 lysine-36 specific"
CNAG_03189,N/A,DIL and Ankyrin domain-containing protein
CNAG_03190,N/A,CCR4-NOT transcription complex subunit
CNAG_03191,N/A,hypothetical protein
CNAG_03192,N/A,tRNA-specific adenosine deaminase 1
CNAG_03193,N/A,hypothetical protein
CNAG_03194,N/A,Saccharopine dehydrogenase
CNAG_03195,N/A,hypothetical protein
CNAG_03196,N/A,Orotate phosphoribosyltransferase
CNAG_03197,N/A,hypothetical protein
CNAG_03198,N/A,small subunit ribosomal protein S8e
CNAG_03199,N/A,FAD dependent oxidoreductase
CNAG_03202,N/A,Adenylate cyclase
CNAG_03203,N/A,DNA polymerase epsilon p12 subunit
CNAG_03204,N/A,hypothetical protein
CNAG_03205,N/A,ATP-dependent RNA helicase ROK1
CNAG_03206,N/A,endonuclease III
CNAG_03210,N/A,SAGA-associated factor 73
CNAG_03211,N/A,hypothetical protein
CNAG_03212,N/A,forkhead domain-containing protein
CNAG_03213,N/A,"UV damage endonuclease UvdE, variant"
CNAG_03214,N/A,tRNA (uracil-O(2)-)-methyltransferase
CNAG_03215,N/A,hypothetical protein
CNAG_03216,N/A,CAMK protein kinase
CNAG_03217,N/A,hypothetical protein
CNAG_03220,N/A,hypothetical protein
CNAG_03221,N/A,large subunit ribosomal protein L29
CNAG_03222,N/A,RNA lariat debranching enzyme
CNAG_03223,N/A,hypothetical protein
CNAG_03224,N/A,hypothetical protein
CNAG_03225,N/A,"malate dehydrogenase, NAD-dependent"
CNAG_03226,N/A,"succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial"
CNAG_03227,N/A,hypothetical protein
CNAG_03228,N/A,universal stress protein
CNAG_03229,N/A,specific transcriptional repressor
CNAG_03230,N/A,"yippee-like, putative"
CNAG_03231,N/A,hypothetical protein
CNAG_03232,N/A,lactamase
CNAG_03233,N/A,"yippee-like, putative"
CNAG_03234,N/A,cell wall surface anchor protein
CNAG_03235,N/A,THO complex subunit 1
CNAG_03236,N/A,AMME syndrome candidate protein
CNAG_03237,N/A,hypothetical protein
CNAG_03238,N/A,dioxygenase subfamily protein
CNAG_03239,N/A,hypothetical protein
CNAG_03240,N/A,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase"
CNAG_03241,N/A,hypothetical protein
CNAG_03242,N/A,"solute carrier family 25 (peroxisomal adenine nucleotide transporter), member 17"
CNAG_03243,N/A,2-Nitropropane dioxygenase
CNAG_03244,N/A,hypothetical protein
CNAG_03245,N/A,glucose-6-phosphate dehydrogenase
CNAG_03246,N/A,18S rRNA biogenesis protein RCL1
CNAG_03247,N/A,sterol 3beta-glucosyltransferase
CNAG_03248,N/A,rho GTPase activator
CNAG_03249,N/A,THO complex subunit 4
CNAG_03250,N/A,hypothetical protein
CNAG_03251,N/A,ADP-ribosylation factor
CNAG_03252,N/A,hypothetical protein
CNAG_03258,N/A,AGC protein kinase
CNAG_03259,N/A,hypothetical protein
CNAG_03260,N/A,large subunit ribosomal protein L6
CNAG_03261,N/A,zinc finger protein
CNAG_03262,N/A,myo-inositol-1(or 4)-monophosphatase
CNAG_03263,N/A,translation elongation factor Tu
CNAG_03264,N/A,hypothetical protein
CNAG_03265,N/A,hypothetical protein
CNAG_03266,N/A,"malate dehydrogenase, NAD-dependent"
CNAG_03267,N/A,splicing factor 3B subunit 2
CNAG_03268,N/A,hypothetical protein
CNAG_03269,N/A,Aldehyde dehydrogenase
CNAG_03270,N/A,Adenylosuccinate lyase
CNAG_03271,N/A,pre-mRNA-splicing factor prp46
CNAG_03272,N/A,hypothetical protein
CNAG_03273,N/A,transcription initiation factor TFIID subunit 2
CNAG_03274,N/A,"solute carrier family 25 (mitochondrial S- adenosylmethionine transporter), member 26"
CNAG_03275,N/A,glutaryl-CoA dehydrogenase
CNAG_03276,N/A,"Nonsense-mediated mRNA decay protein 3, putative"
CNAG_03277,N/A,inositol oxygenase
